Age,Gender,Department,YearsAtCompany,WorkHoursPerWeek,RemoteWork,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,SalaryRange,WorkLifeBalanceScore,TeamSize,CareerGrowthScore,BurnoutRisk
56,1,0,0,51,2,8.69,9.01,2.64,9.18,6.6,4.1,90,1,1.24,0,4,1,7.7,10,3.8,1
40,0,3,20,46,2,1.92,4.91,7.89,3.46,4.4,4.1,51,1,7.12,1,1,2,3.36,21,6.34,0
37,3,3,18,43,1,2.18,3.8,3.07,6.57,5.9,7.7,51,0,7.14,0,0,3,5.68,10,5.52,0
24,2,3,20,39,2,7.09,9.24,3.62,1.62,4.9,2.4,6,1,6.41,0,7,2,7.63,26,2.17,1
41,3,2,19,42,0,3.08,4.66,9.28,4.43,7.2,9.7,60,1,8.73,1,3,3,5.48,16,9.91,0
45,3,2,17,41,1,8.12,3.43,9.2,5.06,7.8,5.1,99,1,1.73,1,7,1,1.8,38,4.83,1
54,1,3,10,56,0,6.32,1.88,2.52,6.4,5.2,2.8,95,0,1.95,0,1,1,7.67,3,5.55,0
45,2,1,19,30,2,3.07,8.14,1.58,5.73,7.6,2.8,84,0,8.78,1,2,1,2.98,20,6.83,0
32,2,4,2,57,0,5.31,8.43,3.64,5.15,6.2,0.2,46,0,5.53,0,2,0,1.88,47,2.72,0
29,3,4,16,51,2,4.65,1.3,6.24,9.64,5.4,6.9,81,1,3.46,0,3,4,5.3,5,3.0,0
57,0,3,11,58,2,8.86,4.23,8.89,2.67,6.6,7.8,65,0,7.64,0,8,0,1.67,6,2.73,1
59,3,3,9,48,2,1.29,7.75,2.07,2.42,5.9,0.3,58,0,9.05,0,8,2,6.66,25,4.46,0
41,0,3,7,48,0,9.06,9.52,4.73,7.42,5.1,5.9,109,0,7.21,1,4,4,6.76,25,2.8,1
56,2,4,14,35,2,6.87,4.4,3.45,1.67,7.8,7.8,105,1,8.13,0,6,1,3.31,12,9.34,0
46,3,1,4,42,1,7.64,8.85,1.13,5.35,8.0,3.8,4,1,3.54,1,8,1,9.68,1,7.43,1
56,1,2,3,48,2,1.02,4.54,8.1,5.36,8.0,4.3,43,0,3.6,0,0,1,8.42,42,9.08,0
46,3,4,20,42,1,6.65,2.62,8.32,3.79,5.9,3.6,41,1,8.78,1,1,3,1.99,3,8.64,0
50,2,4,19,56,1,6.3,1.03,2.99,9.37,4.8,3.2,60,0,6.53,0,5,2,7.74,21,7.33,0
39,1,1,18,55,1,5.83,3.97,2.36,3.54,8.2,4.9,62,0,3.11,0,2,0,4.18,5,3.18,0
39,1,5,20,51,1,8.07,4.41,2.3,3.6,5.6,1.7,49,1,5.72,1,6,2,7.75,15,6.54,1
23,0,5,3,50,0,6.0,9.51,5.18,3.11,7.7,4.4,37,1,7.17,0,4,3,8.21,4,2.68,0
56,1,0,14,33,1,8.71,2.85,3.22,2.31,8.1,9.4,91,1,2.97,0,9,3,2.36,19,2.19,1
37,1,1,16,53,2,3.09,4.44,5.6,4.28,7.8,0.3,94,1,6.89,0,7,2,6.96,17,6.69,0
57,3,3,11,31,1,8.25,1.23,4.46,7.13,5.9,1.6,53,1,1.38,0,0,3,8.76,8,6.62,1
54,2,5,2,44,2,2.61,7.87,2.9,7.68,8.7,7.8,43,1,3.73,1,8,4,3.91,37,2.41,0
25,0,0,9,41,0,8.32,9.24,7.76,8.32,7.3,1.3,23,0,7.07,1,9,1,1.72,24,4.17,1
54,3,3,14,59,1,9.46,3.14,2.35,2.78,6.9,2.7,62,0,2.34,0,5,0,1.25,4,1.6,1
35,1,2,9,56,2,4.02,4.86,8.19,1.32,7.5,4.5,96,1,3.0,0,4,3,1.99,24,7.44,0
42,1,1,17,36,0,5.77,2.1,6.05,9.77,4.2,9.4,38,1,8.91,0,7,0,1.04,19,9.89,0
41,0,0,0,49,0,6.92,5.11,8.49,1.13,6.0,1.8,11,0,7.07,1,3,1,3.94,24,7.66,0
29,2,3,2,47,2,1.72,2.2,1.04,9.65,8.4,9.2,62,0,5.49,0,8,2,3.69,41,8.6,0
28,0,2,20,52,1,5.45,5.71,7.74,8.46,4.8,7.2,102,1,2.9,1,4,1,1.99,45,5.29,0
24,3,4,11,42,0,4.25,7.61,1.46,9.21,6.1,6.7,8,1,4.07,1,0,0,6.86,21,1.86,0
38,0,3,0,46,2,8.85,5.98,9.55,4.48,6.0,7.2,115,0,6.17,1,7,4,9.93,17,7.54,1
54,1,2,2,33,1,8.89,3.21,7.32,2.77,5.8,0.3,78,0,2.4,1,8,2,9.11,8,3.31,1
33,3,0,2,54,0,7.31,4.18,3.88,6.46,6.8,1.0,86,0,5.34,0,4,3,3.28,31,4.49,1
43,1,5,4,43,2,6.9,6.75,3.88,7.67,9.0,3.3,107,0,4.68,0,4,4,7.93,19,7.33,0
43,2,4,18,49,0,7.6,6.31,8.75,2.18,5.3,0.7,108,0,5.29,1,5,1,9.43,11,9.14,1
51,1,4,0,57,0,4.29,2.23,9.13,8.18,7.5,9.9,21,1,1.95,1,8,0,9.16,46,5.38,0
59,1,0,3,42,2,4.64,8.6,9.02,2.88,7.8,5.8,35,0,1.96,0,4,0,8.96,23,9.65,0
59,0,2,3,32,0,5.98,5.28,8.28,5.43,6.9,4.9,73,1,9.68,0,1,0,8.08,37,5.68,0
29,1,1,16,55,2,9.44,2.46,8.37,8.71,4.5,7.9,27,0,9.81,0,2,1,3.64,28,2.1,1
48,3,2,13,55,1,7.52,2.11,6.15,2.74,6.9,9.8,55,1,4.84,0,9,2,1.75,23,5.67,1
48,3,0,17,47,2,5.96,9.69,1.25,3.18,8.8,9.6,98,0,8.1,1,2,3,5.39,12,8.75,0
55,2,0,0,43,1,7.93,3.53,1.78,1.56,5.7,7.9,119,1,6.9,0,8,4,1.49,16,5.84,1
42,3,3,15,44,0,4.34,9.18,6.85,2.32,7.2,3.8,28,0,2.05,1,7,1,9.99,16,7.73,0
51,0,1,2,32,2,7.57,4.7,4.61,2.32,8.8,0.7,4,1,3.67,0,5,0,4.22,14,5.93,1
54,2,5,20,30,2,4.7,4.47,6.11,2.83,8.0,1.0,3,0,3.82,1,4,3,9.63,7,5.91,0
49,3,4,8,55,2,3.52,7.31,3.08,3.58,7.4,0.0,50,1,6.36,0,9,0,7.96,21,3.56,0
54,0,0,3,53,2,6.49,1.09,6.84,8.33,8.9,0.0,14,1,6.22,0,1,1,4.7,21,2.81,0
26,3,3,20,46,1,7.18,4.04,3.19,9.24,4.9,9.4,93,1,9.31,0,8,0,2.06,41,3.51,1
40,3,2,4,32,1,5.13,3.72,5.15,4.66,7.9,9.3,59,1,8.11,0,9,1,3.13,35,4.97,0
25,1,5,10,43,0,6.09,8.81,5.31,2.15,6.0,6.7,25,0,8.71,1,7,0,7.06,46,8.29,0
56,3,5,20,32,0,7.25,5.76,2.6,3.01,5.8,7.3,22,0,9.02,0,4,1,8.47,24,8.46,1
38,3,4,8,42,0,7.91,4.28,8.89,7.63,6.6,5.1,102,1,8.21,0,5,0,9.81,1,2.47,1
49,0,3,2,44,0,9.06,3.39,5.73,7.1,4.2,2.4,28,0,4.0,1,8,3,2.19,14,5.98,1
51,0,2,5,47,2,4.19,6.31,8.8,9.7,5.6,9.1,85,1,2.94,1,0,3,2.4,20,4.74,0
50,1,1,10,43,1,9.56,2.37,3.36,1.13,4.8,2.8,98,0,6.15,1,3,0,1.38,28,6.14,1
27,3,5,8,50,1,6.74,3.22,2.55,7.76,4.7,7.4,56,0,7.21,1,4,0,3.34,18,6.83,0
56,1,1,14,55,1,8.09,3.64,1.16,5.55,5.7,2.5,61,1,4.48,0,8,1,8.39,3,3.52,1
58,3,4,2,32,1,7.3,6.47,1.84,9.12,8.0,8.7,58,0,8.64,0,4,1,2.78,27,9.27,1
45,2,1,0,48,0,2.85,4.36,2.33,6.19,5.0,6.5,47,1,9.65,0,4,1,5.93,6,9.42,0
50,2,0,19,37,2,1.64,5.55,1.71,5.02,6.7,6.4,110,0,6.12,0,2,2,5.02,4,1.95,0
52,1,5,18,33,1,7.54,6.85,9.07,6.99,7.7,1.0,81,0,5.11,1,7,0,3.93,1,7.33,1
56,1,2,13,33,2,5.6,9.61,9.2,8.5,5.2,4.2,34,0,8.59,0,6,0,6.57,21,1.3,0
54,1,3,16,48,2,7.32,7.88,9.44,3.54,8.6,5.2,45,1,1.22,1,7,0,5.52,35,1.42,1
42,0,0,13,40,2,5.29,4.65,9.64,1.97,8.3,2.9,32,0,2.16,0,3,0,4.01,28,9.62,0
53,0,4,16,30,2,3.81,7.73,5.43,4.9,5.3,8.8,70,1,8.61,1,7,1,7.2,18,7.25,0
44,0,0,13,37,1,3.57,9.55,5.77,2.93,8.9,8.4,97,1,7.59,1,9,1,3.52,35,3.92,0
54,1,2,11,44,1,7.57,5.49,2.18,4.87,7.3,4.9,9,0,4.75,1,3,2,6.79,21,7.03,1
24,3,0,15,30,1,3.49,4.69,2.23,9.92,5.4,3.4,87,1,9.0,1,0,1,9.62,16,8.61,0
39,2,2,0,36,0,7.43,1.7,7.95,6.17,7.4,8.0,88,0,4.16,1,3,0,7.56,26,8.84,1
46,1,4,12,50,1,4.46,9.03,8.7,7.24,7.3,2.0,47,1,6.7,1,4,0,4.77,39,1.18,0
52,0,0,5,49,0,7.94,3.22,8.06,7.1,7.0,0.7,43,0,6.71,1,9,4,7.73,9,8.36,1
24,0,5,16,49,0,2.29,1.58,8.51,8.39,7.6,0.5,90,1,2.66,1,7,1,8.28,23,8.68,0
45,1,5,11,53,0,2.84,5.83,3.49,9.5,5.3,0.4,113,1,3.56,0,9,4,3.93,2,6.36,0
53,1,3,18,40,1,7.17,8.61,5.19,6.93,8.9,4.9,69,1,9.24,1,5,0,7.35,3,5.32,1
43,0,3,5,56,1,6.04,4.66,5.13,5.28,8.3,2.6,62,1,2.65,0,9,1,4.91,33,2.0,0
44,3,4,6,58,1,2.83,8.05,9.96,3.86,7.7,6.9,48,0,2.56,1,4,0,8.37,24,3.16,0
23,0,1,0,43,0,9.13,8.53,9.54,4.24,4.1,6.5,71,0,5.32,0,2,4,3.66,23,5.41,1
48,0,0,0,51,0,3.48,5.09,6.39,4.01,7.0,5.4,84,1,1.83,0,3,4,9.44,6,8.79,0
23,1,1,4,45,2,4.79,6.32,2.24,3.92,7.5,3.5,40,1,9.05,1,5,3,6.17,21,8.23,0
47,3,1,5,43,0,2.82,5.81,3.33,7.25,8.3,8.5,82,1,1.9,0,5,3,4.18,47,5.46,0
38,0,0,15,41,0,4.49,9.45,4.27,6.29,8.7,7.1,97,1,6.55,0,5,1,4.77,5,8.07,0
54,0,5,15,46,1,5.42,7.53,8.86,2.82,8.6,2.7,38,0,4.06,0,1,1,4.13,13,7.89,0
30,2,3,13,43,2,3.66,9.33,2.54,9.73,6.0,5.0,106,0,8.24,1,7,1,2.32,40,6.21,0
50,1,5,0,39,2,7.92,2.98,2.98,4.85,8.5,1.6,22,0,6.31,1,7,1,1.62,13,2.98,1
47,2,4,12,53,2,4.55,3.79,4.14,6.09,4.0,3.3,12,1,4.49,1,5,1,3.9,19,4.13,0
56,2,1,19,58,1,7.57,1.64,9.34,7.32,5.8,10.0,105,0,9.85,1,3,1,5.13,9,2.48,1
46,0,1,9,43,2,2.86,5.5,5.53,6.52,4.6,2.2,110,0,1.6,0,1,1,4.26,3,1.06,0
45,1,3,9,47,2,4.39,8.87,6.82,3.8,8.4,7.0,52,1,6.2,0,5,4,1.13,31,1.72,0
34,3,1,8,51,1,1.07,3.94,4.49,8.18,8.6,2.4,102,0,9.91,0,5,4,6.21,46,7.84,0
28,0,3,12,38,2,7.83,2.15,2.7,1.99,5.3,9.4,91,1,7.22,0,9,4,2.3,39,1.3,1
57,3,4,2,46,0,6.63,1.62,3.01,6.12,5.8,3.1,69,1,7.66,1,2,0,2.9,13,4.6,0
41,3,1,17,35,0,8.36,5.03,8.22,3.46,8.9,3.5,56,1,1.29,1,1,2,2.09,41,9.87,1
22,1,5,19,37,0,5.1,2.48,9.04,6.54,6.8,5.9,75,1,1.19,1,3,0,5.68,11,8.16,0
29,2,0,1,55,0,8.2,4.11,5.44,2.96,6.5,5.9,66,1,1.32,1,7,1,1.86,41,7.76,1
37,1,3,16,42,0,6.83,8.38,4.21,7.95,6.5,5.8,47,1,9.93,0,4,2,3.31,11,3.47,0
35,3,2,18,47,0,1.03,4.46,8.27,3.05,7.5,5.7,19,1,9.82,0,2,4,5.07,46,6.78,0
33,0,3,12,34,0,3.28,6.49,7.06,9.01,8.8,3.1,104,0,4.01,0,4,4,2.51,47,5.49,0
44,3,2,12,35,0,5.45,5.52,1.37,8.75,5.8,4.3,105,0,3.62,1,8,3,5.02,49,6.61,0
36,0,0,0,50,0,6.57,7.47,4.16,4.26,4.9,5.9,61,1,2.31,0,7,1,4.08,1,4.92,0
49,0,4,1,48,1,1.59,2.41,7.14,4.47,4.9,6.7,44,0,3.96,0,9,1,8.75,35,5.78,0
55,1,5,0,33,1,7.35,9.28,6.16,7.31,4.1,2.5,62,0,4.33,0,6,3,8.15,35,9.9,1
23,3,1,4,36,0,5.89,6.79,9.8,1.81,6.8,7.0,7,0,7.73,0,3,0,9.94,3,3.96,0
53,2,4,2,33,1,5.73,3.44,8.8,1.73,8.6,9.2,25,1,8.8,0,1,3,5.76,4,2.95,0
44,3,4,6,54,1,3.63,2.11,1.54,2.23,7.6,7.6,37,0,7.72,0,8,1,6.18,24,5.04,0
43,3,4,12,40,0,6.35,2.35,7.53,6.06,9.0,0.8,91,1,6.82,1,2,4,9.52,30,5.72,0
46,2,4,17,41,0,1.25,8.04,4.03,2.34,8.5,4.7,98,1,7.89,0,5,3,4.6,32,1.77,0
43,1,0,20,43,1,1.58,6.29,7.14,3.5,6.5,4.4,107,1,7.65,1,6,2,6.0,49,8.25,0
43,3,2,6,42,0,7.6,4.43,6.56,6.82,6.4,3.4,104,1,5.28,1,2,4,4.41,20,4.8,1
27,3,4,0,58,0,3.9,4.0,5.53,1.14,7.1,4.9,40,1,4.02,1,2,0,5.91,36,4.72,0
36,0,2,4,39,0,4.12,8.7,8.68,2.62,4.6,4.4,106,1,3.55,0,2,4,1.73,13,6.93,0
58,3,0,16,47,0,2.88,8.87,7.38,9.37,7.0,0.1,101,1,7.11,0,2,0,8.05,39,7.96,0
54,2,4,7,45,1,5.01,6.23,9.01,6.97,6.3,2.4,1,0,9.63,1,2,4,9.87,4,9.87,0
29,0,3,14,34,2,1.47,5.72,3.53,3.75,7.2,2.1,6,0,6.23,0,6,1,1.59,28,2.56,0
26,1,5,19,37,1,3.7,8.35,4.13,1.41,6.8,3.5,104,1,9.21,0,4,0,8.21,40,4.11,0
25,0,0,3,43,2,5.74,7.74,6.6,6.27,5.6,1.7,24,0,1.13,0,3,0,3.18,43,2.51,0
27,2,1,1,34,2,5.19,4.6,9.7,3.01,7.0,0.7,50,0,8.15,1,5,3,2.78,7,8.93,0
53,2,5,4,55,2,10.0,1.74,4.34,9.64,5.8,2.0,49,1,8.68,0,7,4,7.24,9,5.94,1
51,0,2,0,57,1,4.5,7.92,1.29,7.18,5.0,8.5,95,0,6.68,0,1,0,1.4,22,8.67,0
56,1,3,4,53,1,4.48,2.52,5.01,9.77,7.4,8.0,63,1,9.41,1,2,0,5.17,4,9.87,0
37,0,2,5,37,1,5.53,1.15,5.9,8.64,5.5,4.4,11,0,6.31,1,1,4,1.01,36,5.95,0
34,1,1,1,54,1,2.71,8.59,8.21,5.35,8.4,8.8,52,1,3.16,0,6,4,5.99,33,2.06,0
51,0,2,0,55,1,8.89,6.2,7.56,7.03,5.0,2.3,74,1,2.94,0,1,2,5.16,6,4.25,1
40,2,4,3,35,2,6.15,9.02,9.68,8.31,7.0,5.8,9,0,6.0,1,4,3,9.24,3,1.33,0
38,3,1,6,45,1,2.73,5.36,8.04,6.2,6.9,1.4,60,1,9.16,1,9,0,7.48,35,8.64,0
40,3,2,0,57,2,8.14,9.34,3.69,1.55,5.0,8.3,54,0,1.65,1,8,4,2.13,33,1.16,1
49,1,1,0,33,1,1.31,4.19,6.77,5.23,6.2,1.3,98,1,6.44,0,7,0,4.19,7,6.33,0
47,1,1,7,41,1,9.84,7.52,7.05,2.18,7.4,0.3,107,1,7.93,0,7,2,9.38,41,1.96,1
58,1,3,19,40,0,8.79,3.71,9.98,7.43,5.6,2.7,67,0,2.04,0,2,2,7.53,35,1.07,1
47,2,4,15,32,2,6.22,1.01,2.25,7.13,4.6,9.0,41,0,2.05,0,0,0,6.35,47,3.31,0
44,0,1,20,41,1,2.0,4.42,2.72,9.94,7.1,1.3,65,0,4.3,0,1,3,6.03,3,5.97,0
30,2,0,12,59,1,2.94,7.64,2.4,6.66,5.1,3.3,43,1,3.46,0,6,1,4.58,43,1.68,0
33,3,0,17,34,1,3.51,2.35,6.3,8.2,7.4,3.2,27,0,2.78,1,3,0,6.27,18,6.53,0
22,1,5,19,35,0,3.17,5.54,2.22,3.41,8.2,8.0,106,1,2.79,0,9,2,7.94,3,7.05,0
22,0,0,9,48,2,5.48,2.91,6.9,4.06,4.6,4.2,109,0,2.18,0,4,3,2.15,39,9.73,0
55,3,5,11,47,1,9.5,1.67,8.23,9.25,6.2,6.1,110,0,6.5,1,0,4,9.73,27,9.1,1
53,3,1,0,45,1,5.0,6.56,4.9,7.8,6.2,4.0,77,0,7.19,1,1,3,3.15,9,6.1,0
46,3,1,9,52,1,6.95,9.57,6.05,6.9,7.2,5.5,57,0,7.33,1,8,3,5.03,17,8.14,0
22,2,3,8,40,0,7.2,3.8,9.21,3.29,5.7,0.6,107,0,5.79,1,5,0,1.2,41,4.27,1
37,1,1,2,34,1,8.84,6.23,6.13,7.29,6.1,3.7,92,1,9.58,1,6,3,5.95,42,6.27,1
26,3,0,18,38,2,1.3,9.58,2.88,8.98,4.1,8.6,1,1,8.92,1,4,4,4.44,45,4.63,0
43,1,5,8,32,2,4.64,6.85,4.09,3.08,4.6,6.9,54,0,9.62,1,8,0,3.25,5,4.03,0
50,2,3,9,59,2,8.06,7.06,5.77,7.36,6.8,9.8,33,0,4.5,1,9,2,9.87,46,7.55,1
24,3,4,18,37,2,8.33,2.61,2.39,4.54,5.1,7.9,96,0,8.9,1,4,4,4.85,4,3.67,1
33,2,3,15,35,1,9.35,5.43,6.51,2.07,4.7,4.5,19,1,7.87,0,5,0,4.73,14,4.42,1
47,2,3,17,33,0,7.33,4.3,9.99,7.87,5.6,6.8,46,1,4.06,0,9,0,5.17,29,4.3,1
37,1,4,13,41,0,3.21,5.24,6.87,2.5,4.8,7.8,93,0,1.96,0,8,1,2.05,11,8.83,0
58,3,3,2,41,0,5.55,8.21,4.35,3.28,4.3,2.7,117,1,7.14,1,4,4,4.54,22,2.53,0
43,2,1,1,54,1,1.29,5.15,3.99,8.05,5.4,0.6,105,1,2.23,0,3,3,4.03,42,4.43,0
50,3,1,0,50,0,6.82,1.57,9.38,7.68,4.8,4.1,25,0,3.64,1,4,4,5.19,5,8.99,0
35,1,0,17,45,2,5.99,9.15,8.84,3.29,8.0,1.4,83,1,5.5,1,4,4,8.71,12,1.14,0
49,2,2,8,39,1,7.0,5.9,5.25,9.47,4.3,2.8,0,1,7.12,1,4,1,2.74,21,9.53,0
26,1,5,12,51,0,9.37,9.32,4.18,2.94,7.7,9.5,64,1,9.34,1,0,3,6.47,15,9.09,1
51,3,0,1,43,2,7.19,6.15,7.39,9.94,5.9,8.5,88,1,6.34,0,4,1,1.34,24,4.76,1
26,3,4,6,42,2,3.88,1.63,3.83,7.64,7.4,5.9,96,0,7.04,0,4,1,3.85,13,6.88,0
33,1,5,15,38,1,2.79,5.98,2.07,4.53,4.3,4.0,86,1,3.79,1,0,1,5.25,32,9.92,0
37,0,1,20,36,1,8.69,6.18,3.79,2.17,8.6,2.6,74,1,7.19,0,3,4,1.67,26,5.99,1
47,2,4,18,41,0,2.75,2.93,4.91,3.88,7.8,5.7,107,1,4.94,0,7,1,5.9,40,1.87,0
47,3,1,14,34,0,2.45,5.24,3.3,2.74,4.7,5.3,14,0,8.71,1,3,2,3.79,26,8.68,0
42,3,4,10,47,0,2.86,5.13,2.95,6.6,5.1,7.8,13,0,4.53,0,6,3,9.94,36,2.21,0
57,2,3,0,33,1,5.58,6.61,1.06,4.21,7.2,9.3,54,0,5.21,0,5,3,6.68,45,3.32,0
54,1,4,20,31,0,2.12,3.34,6.68,3.66,8.6,3.3,0,0,4.89,0,4,1,3.2,30,8.86,0
51,1,3,6,32,0,9.44,6.24,6.53,7.81,6.2,2.1,32,0,8.3,1,8,4,1.92,47,3.3,1
58,1,1,19,55,2,9.7,3.17,2.69,3.08,6.4,4.0,69,0,9.58,0,7,0,1.37,9,7.71,1
44,0,5,7,41,2,9.76,5.02,9.49,6.28,5.2,4.4,55,0,3.95,0,4,0,1.82,24,5.03,1
31,0,1,9,32,2,1.35,2.1,4.69,2.75,5.9,0.4,22,1,5.28,1,9,4,7.12,38,7.84,0
26,3,1,4,33,0,9.52,1.34,1.23,7.43,5.4,8.6,53,1,7.35,0,6,1,8.69,18,3.09,1
57,1,0,8,35,1,9.98,3.89,2.98,6.63,5.8,10.0,89,1,9.06,0,8,1,2.41,9,4.78,1
55,2,1,0,41,2,9.48,3.47,7.23,8.18,4.1,9.2,2,1,5.44,1,6,2,4.62,22,3.86,1
52,3,3,1,48,1,7.04,4.66,2.81,1.62,4.2,8.6,45,0,1.98,1,2,0,4.19,38,3.24,1
31,2,4,18,39,0,7.31,9.66,1.49,2.89,7.4,9.9,118,1,4.32,0,9,0,6.8,21,3.83,1
40,3,0,13,59,0,2.1,5.7,6.56,2.39,7.4,9.1,5,1,5.95,1,4,3,2.64,7,3.91,0
53,0,3,19,30,2,8.87,5.98,5.67,2.72,5.7,6.9,103,0,4.76,0,8,1,9.58,12,9.6,1
22,3,2,9,46,1,1.54,9.47,7.85,1.93,8.4,1.7,115,1,2.68,1,8,4,7.56,36,5.8,0
26,0,5,8,45,2,3.86,9.29,7.95,6.06,5.3,1.6,24,0,1.33,1,7,1,9.6,11,5.16,0
25,3,4,9,38,0,9.92,8.96,9.64,6.34,6.0,0.5,110,0,7.19,1,5,1,3.5,3,5.53,1
37,1,5,5,54,1,4.8,1.88,1.51,8.59,7.7,4.1,16,1,9.93,0,6,2,6.29,27,9.97,0
45,2,2,16,50,2,2.18,6.71,1.35,4.76,7.7,8.1,27,1,9.27,0,6,4,7.59,7,6.88,0
37,1,4,5,38,0,9.72,8.27,9.88,5.79,8.3,4.9,31,0,7.15,1,0,2,7.4,2,7.33,1
23,3,1,3,56,2,9.86,8.52,6.8,9.92,4.1,3.7,92,1,8.57,1,7,2,1.19,10,3.82,1
49,3,1,19,52,1,2.68,6.2,7.44,5.79,4.9,1.1,22,0,3.3,0,5,2,9.98,3,5.24,0
53,3,2,2,38,1,8.78,1.16,1.87,6.16,7.2,0.5,104,1,6.6,1,6,2,9.35,17,2.66,1
48,0,5,18,41,1,4.51,9.76,1.63,9.96,5.7,4.0,15,1,1.55,1,9,1,2.08,43,7.17,0
41,2,3,17,52,1,4.43,5.25,2.44,9.95,4.2,1.0,95,1,7.36,1,9,3,5.89,1,4.1,0
45,2,3,3,38,1,3.36,4.54,4.84,4.82,6.9,1.0,25,0,9.73,0,1,1,3.83,34,7.73,0
33,3,4,7,44,2,1.4,4.55,1.99,6.71,6.0,4.0,32,0,8.75,0,6,2,8.91,13,2.92,0
56,3,4,16,31,2,3.41,4.82,5.02,5.33,5.8,5.0,57,1,5.81,1,7,2,7.28,14,4.63,0
54,0,0,4,40,2,1.48,3.18,6.05,7.49,5.3,1.9,47,1,8.1,1,4,3,3.01,17,5.24,0
54,1,2,12,40,2,9.32,3.95,1.0,9.45,4.0,6.8,82,0,9.5,0,0,0,1.3,34,2.5,1
58,1,5,0,37,0,6.96,9.87,2.03,3.79,4.9,4.2,54,0,2.94,0,5,4,3.63,17,1.63,0
33,2,2,12,52,0,8.98,4.31,4.38,8.37,6.4,0.9,40,0,8.14,1,2,2,1.34,41,3.85,1
24,0,0,3,35,2,7.46,5.74,1.48,6.89,5.4,6.4,61,0,3.43,1,4,2,2.27,25,5.9,1
22,3,5,13,50,0,2.18,8.63,2.2,3.52,8.4,3.6,16,1,8.89,1,8,1,6.73,44,6.87,0
54,2,2,2,49,0,9.47,5.75,3.09,8.18,4.7,0.5,101,0,1.89,0,6,2,7.71,30,4.83,1
31,0,4,4,36,1,9.1,3.92,4.87,4.84,8.4,9.5,58,0,2.6,1,7,2,5.21,48,5.5,1
50,1,0,6,32,2,4.13,5.71,7.43,2.08,6.0,5.7,13,0,7.49,0,5,4,6.4,36,5.89,0
34,0,2,0,37,0,2.0,2.03,2.19,9.94,5.4,4.8,81,0,2.57,1,8,1,2.4,11,5.61,0
33,1,2,11,47,0,7.34,2.17,7.64,4.83,5.5,8.6,20,1,2.42,1,2,0,3.85,21,1.81,1
52,0,0,10,46,2,7.56,7.25,8.7,5.87,5.7,9.4,62,1,6.0,1,0,2,7.42,20,4.65,1
23,2,3,7,40,1,9.07,9.26,6.86,8.27,6.5,2.2,45,1,8.51,0,9,2,4.28,29,2.84,1
56,1,1,5,31,2,1.47,7.53,1.39,9.65,5.8,8.1,54,0,3.42,0,3,0,4.14,4,5.8,0
44,2,5,1,54,1,2.28,1.67,4.97,8.86,7.2,8.3,61,0,8.57,1,7,3,2.75,34,7.82,0
38,2,1,18,50,0,6.38,4.63,6.94,5.73,6.1,0.5,38,1,8.27,1,5,0,6.35,42,6.22,0
47,1,0,19,56,1,6.57,1.02,9.81,5.91,7.4,7.1,41,1,6.21,1,6,0,8.29,41,3.0,0
29,1,1,19,53,1,1.3,5.6,9.57,3.53,7.0,0.6,47,0,6.82,0,8,1,5.23,17,2.87,0
50,3,4,13,48,2,4.57,2.74,4.56,5.17,5.2,5.9,102,0,1.36,1,1,0,2.04,12,1.33,0
47,3,2,0,36,0,6.26,8.81,6.54,9.52,8.1,6.7,27,1,4.3,1,6,1,8.55,4,4.84,0
31,3,4,9,47,2,7.64,1.94,9.02,7.54,8.0,3.7,83,0,3.37,0,3,0,1.64,41,4.9,1
47,2,3,15,37,2,3.85,1.01,8.48,1.11,8.9,8.8,5,1,2.35,0,6,2,5.25,14,3.13,0
55,2,4,3,43,0,5.36,5.06,5.31,2.05,4.9,8.0,58,0,4.51,1,7,2,3.35,4,7.88,0
28,3,4,10,36,2,8.33,2.4,3.35,9.31,8.2,9.3,89,1,4.19,0,1,3,9.43,34,4.48,1
25,2,4,15,57,2,9.59,7.64,2.23,8.64,8.4,3.1,69,0,7.56,0,6,0,7.64,18,7.02,1
32,2,5,19,50,1,3.07,9.28,5.39,5.38,7.2,0.2,38,0,6.38,0,7,4,6.1,13,6.76,0
50,1,4,0,57,2,3.28,1.38,7.51,6.55,6.5,8.1,56,0,9.22,0,0,0,7.01,10,6.44,0
57,1,3,15,56,0,9.46,4.56,9.73,3.61,8.8,2.2,53,1,2.31,0,9,4,5.79,14,9.17,1
46,2,2,18,33,2,4.56,9.97,8.76,8.14,8.9,4.7,59,0,1.54,0,4,0,2.33,9,1.14,0
42,3,1,20,46,1,7.47,7.59,2.84,6.43,7.2,8.2,89,0,5.81,0,8,1,7.38,43,1.61,1
57,0,1,8,34,2,6.51,9.58,7.48,7.25,5.8,2.2,16,0,1.01,0,1,2,5.43,20,7.5,0
31,3,3,8,41,2,3.57,2.48,3.6,4.37,8.1,3.1,39,1,8.09,1,5,4,6.71,1,4.18,0
58,0,2,8,38,2,6.88,2.99,7.15,4.87,4.4,4.4,65,0,5.55,1,1,4,1.41,44,9.88,0
